LogSpeed,DraftAft,DraftFore,WindSpeedRelative,WindDirectionRelative,ShaftPower,VoyageId,P_wind
17.927311523443134,14.698608843264589,14.808028461432775,14.807209549756672,0.3607013787454951,26976.344121079153,18,1178.1291083950223
17.959997147322813,14.710729596439817,14.819201101076471,14.218188739908582,0.4386594186679078,26903.026602205027,18,1045.8277990254403
17.920505341143766,14.717191453976088,14.820865519140968,14.477288474184336,0.48985574339307547,26987.970711474652,18,1053.1498101864252
17.88080645337316,14.715994399549565,14.82094587623657,14.910864978642966,0.48752863772374955,27107.553459009,18,1116.0902503043444
17.88332055255933,14.730004772213674,14.803278544755107,14.797211145807069,0.48054732071577266,27057.586270459393,18,1103.404319854556
17.900175932742012,14.734816843132341,14.80401478067351,14.50317191608771,0.45145849984920083,26966.20400462076,18,1077.2867557610566
17.898558191006295,14.730713056902738,14.811055300734512,14.451728820948015,0.4374958658332453,27048.138230066495,18,1077.3267849221002
17.884000090402246,14.728272109722143,14.822329390635952,14.564653784864767,0.39793506945470725,27125.01834010224,18,1115.6633253071109
17.92923192321219,14.724313404132229,14.832539164121568,14.705616079017743,0.3862995411080785,27050.29728644256,18,1146.9206281764546
17.97527573666172,14.75622523150334,14.823277530138181,14.784027850524394,0.3909537524467295,26993.16387786538,18,1159.2450353999754
17.952880938284174,14.77620848913861,14.840284385265807,14.823402237058785,0.31066860685499087,27014.568144250523,18,1187.5302942947667
17.685382907478928,14.724327638623672,14.83508213451546,16.963000409721445,0.38746309394274114,28252.502174721412,18,1504.3959128668675
17.73951131704659,14.739456620090271,14.8504236412956,16.35971909649836,0.3339396635482484,27975.6635005329,18,1430.0967738635688
17.803667022132405,14.731436597576721,14.824614088770762,15.704163531648936,0.25365451795650923,27717.42950543732,18,1321.0497030791091
17.87269408343872,14.713309595671285,14.828928532880498,14.782322634744585,0.3735004599267865,27734.995626762062,18,1162.8416078412279
17.927171113821256,14.708815287202663,14.844323976514442,14.606910515369398,0.4153883619746504,27973.46876122193,18,1114.8736301942847
17.928023076316073,14.6940352201367,14.842238837919878,16.01297599618489,0.4409865243372339,28324.79812234295,18,1322.5070782383393
17.942043831490295,14.652483722710619,14.825451380530279,17.05870582267769,0.5619960191421741,28623.85326158728,18,1403.1256411338543
17.92565076268612,14.6311827308782,14.803142499517794,17.258957082210834,0.6480989289072276,28677.76265847352,18,1354.6017443343173
17.827205318738258,14.645807053381548,14.778788470064596,17.81089284031922,0.7830710577281225,28908.34823483526,18,1220.4752190099455
17.64204739430591,14.644514296855837,14.765830819748594,18.41217891075579,0.6771877497737998,29074.81961258875,18,1486.9153409515916
17.61625397515116,14.632081362814201,14.788238750681916,18.8521167840838,0.4968370604010524,29130.579604436734,18,1750.4927990835097
17.70457406796508,14.612149954608725,14.843338625317985,18.158783657987122,0.5166174585903215,28983.595737087475,18,1614.5873538236974
17.727713433266214,14.62167105852174,14.83110100251124,17.408871134871138,0.47589310937712054,28767.682229006536,18,1518.6099334669718
17.715615166132576,14.645664928853376,14.7789284862368,17.308677055209454,0.3816453297694267,28607.18937023345,18,1575.1279054762563
17.684919896598114,14.648438779802671,14.769640981333287,17.07953570927524,0.31183215968965355,28399.2035480694,18,1555.239642060976
17.697048631109723,14.676777986066094,14.769440777395864,17.067763363261115,0.26994425764178964,28295.889024577566,18,1552.7622725046651
17.83676583033861,14.714255359253977,14.766175773328218,16.84488423221148,0.24318254244454324,28304.213023208657,18,1523.3462034648117
17.938273304046884,14.696259933675204,14.775234011543752,16.936308054997266,0.47822021504644624,28478.815057385924,18,1452.3684277016273
17.92080157317532,14.659468956539525,14.81917204446567,17.209525940567385,0.6981317007977318,28576.583597870977,18,1299.5144479198284
17.913663133678575,14.667556398976538,14.806599290480502,16.547143654867735,0.5864306286700948,28277.699217205743,18,1297.1392213995475
17.895799986396405,14.694253205373615,14.765494070956391,16.263610726327403,0.5538511492995339,28234.115505352584,18,1279.0227996959445
17.84269598656994,14.691449044312915,14.770571818725523,16.541707277359556,0.5270894341022875,28342.669122539817,18,1342.1342088814124
17.799058687698547,14.691967922828615,14.759389121711234,16.91309988118773,0.42586033748661634,28517.28546312337,18,1477.1512880763219
17.8175539769208,14.71832678595063,14.76714344566643,17.416712662382608,0.42004257331330197,28732.265682677596,18,1572.3647320036382
17.827077754281056,14.698448603720903,14.752511434634096,17.514822685028637,0.5573418078035226,28859.50561267867,18,1474.4346718544905
17.74184795683188,14.700800020333803,14.709700051384152,18.13865395567544,0.6166830023713298,29111.71193004461,18,1513.32427914749
17.63680362637454,14.680842250524897,14.74334966902624,19.18133159324213,0.5573418078035226,29340.44434874808,18,1749.8211511411896
17.64079222563614,14.623107578434082,14.746872379267048,20.19557129100753,0.5689773361501514,29358.006887328214,18,1926.2117510968003
17.68923378366613,14.582663275531683,14.734924575306167,20.22011929964565,0.6585709044191936,28998.808937659334,18,1822.7252423100413
17.71541318346689,14.58556201316795,14.780739013860076,17.86259414496626,0.5759586531581288,28414.27740964067,18,1506.3547053412872
17.760692535185324,14.66072163838266,14.761720915274548,16.382923468746245,0.4165519148093133,28257.8303350905,18,1389.9176059325443
17.738778057260024,14.709774284191761,14.724679451820446,16.24562092535077,0.3932808581160556,28348.347256216923,18,1381.1750618046958
17.682141099497436,14.679235133242317,14.744421205866749,16.125473500223645,0.38280888260408963,28270.196382278682,18,1363.767403026091
17.7373413851839,14.646834751840126,14.760119090179208,16.220083032204926,0.3385938748868999,28235.728608522397,18,1407.549104540317
17.793580482744982,14.648065241313436,14.765314896778701,16.395973438149024,0.3141592653589793,28413.05457548722,18,1442.1525576637678
